filepath,xmin,xmax,ymin,ymax
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N20.xml,498,796,729,814
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars11.xml,131,273,206,234
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars127.xml,360,383,166,181
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars133.xml,247,375,185,223
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars132.xml,23,56,190,198
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars126.xml,103,293,99,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars10.xml,140,303,5,148
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N21.xml,244,403,221,258
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N35.xml,97,229,338,378
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars38.xml,168,240,196,231
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars318.xml,119,263,117,160
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N178.xml,210,335,289,351
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars330.xml,29,57,192,203
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N150.xml,172,372,97,143
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N144.xml,39,177,201,275
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars324.xml,151,255,138,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N193.xml,274,502,2,59
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N187.xml,572,839,461,535
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars278.xml,278,315,138,163
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars244.xml,20,360,87,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars250.xml,132,261,123,160
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars287.xml,148,262,180,213
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars293.xml,64,130,160,181
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N226.xml,142,343,253,304
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N232.xml,286,451,216,258
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N224.xml,164,272,223,247
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N230.xml,271,484,332,384
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N218.xml,176,301,212,238
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars285.xml,91,163,111,134
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars291.xml,71,215,205,246
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars246.xml,49,112,163,193
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars252.xml,174,314,237,274
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N191.xml,317,568,319,397
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N185.xml,321,559,420,484
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N152.xml,265,725,247,347
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars332.xml,143,260,126,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars326.xml,141,252,198,230
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N23.xml,107,201,264,288
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N37.xml,77,200,231,290
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars12.xml,122,277,82,117
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars130.xml,91,166,110,140
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars124.xml,305,320,256,267
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars9.xml,164,272,224,247
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars118.xml,193,394,165,217
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars119.xml,187,217,140,153
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars8.xml,204,304,104,134
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars125.xml,280,355,196,257
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars131.xml,19,497,29,245
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars13.xml,191,242,147,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N36.xml,392,517,161,213
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N22.xml,493,858,885,967
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N147.xml,424,613,548,591
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars327.xml,138,262,126,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars333.xml,117,270,157,191
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N153.xml,133,279,352,385
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N184.xml,229,1391,204,660
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N190.xml,896,1558,814,969
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars253.xml,25,64,124,137
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars247.xml,147,300,11,149
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars290.xml,224,271,84,118
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars284.xml,70,260,199,271
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N219.xml,1,300,92,154
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N231.xml,581,700,273,319
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N225.xml,775,1142,965,1101
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N209.xml,145,319,200,244
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N221.xml,104,209,153,182
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N235.xml,44,656,128,391
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars280.xml,191,213,185,195
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars294.xml,142,218,117,135
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars243.xml,129,465,174,235
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars257.xml,167,241,132,166
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars337.xml,119,136,131,154
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars323.xml,123,279,28,65
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N143.xml,115,524,144,296
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars17.xml,306,351,188,205
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N32.xml,360,500,171,206
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars109.xml,115,278,116,153
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars135.xml,260,319,184,211
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars121.xml,336,357,192,204
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars120.xml,159,250,178,200
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars134.xml,76,133,151,174
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars108.xml,158,277,216,248
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N33.xml,856,1218,665,751
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N27.xml,696,1061,546,677
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars16.xml,36,62,175,186
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N142.xml,66,174,234,259
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars322.xml,274,350,257,297
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars336.xml,122,265,195,234
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N156.xml,49,106,230,249
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N181.xml,361,499,381,432
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N195.xml,186,367,137,232
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars256.xml,286,400,175,212
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars242.xml,224,277,170,199
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars295.xml,52,73,170,182
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars281.xml,151,243,169,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N234.xml,224,307,158,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N220.xml,182,349,238,273
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N208.xml,199,274,203,221
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N236.xml,313,380,111,141
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N222.xml,127,183,122,156
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars297.xml,158,247,149,170
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars283.xml,51,79,189,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars268.xml,213,271,133,168
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars254.xml,166,235,175,207
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars240.xml,171,232,116,132
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N183.xml,216,343,155,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N197.xml,120,184,103,130
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars308.xml,159,237,221,241
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N168.xml,271,474,514,561
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars320.xml,99,257,225,266
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N140.xml,346,423,197,221
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N154.xml,106,245,157,196
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars334.xml,155,211,146,162
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars14.xml,94,274,118,163
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N19.xml,99,216,367,423
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N31.xml,256,381,233,261
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars28.xml,541,598,366,384
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N25.xml,132,235,169,193
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars122.xml,195,254,147,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars136.xml,164,245,104,119
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars137.xml,178,204,181,191
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars123.xml,159,237,221,242
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N24.xml,151,280,193,224
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars29.xml,143,211,171,208
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N30.xml,928,1219,543,606
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N18.xml,373,528,366,408
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars15.xml,310,372,146,171
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars335.xml,156,221,163,198
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N155.xml,145,313,167,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N141.xml,150,348,255,296
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars321.xml,134,169,235,246
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N169.xml,167,413,208,263
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars309.xml,152,252,122,207
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N196.xml,119,220,84,111
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars241.xml,126,241,142,199
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars255.xml,116,273,156,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars269.xml,110,147,199,217
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars282.xml,37,319,145,203
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars296.xml,163,234,158,196
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N223.xml,69,585,79,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N237.xml,121,243,163,198
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N6.xml,858,1122,611,676
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N244.xml,335,452,313,343
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars232.xml,175,228,174,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars226.xml,249,318,194,213
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars385.xml,69,310,75,191
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars391.xml,270,320,163,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N126.xml,149,399,269,327
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars346.xml,91,197,185,217
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars420.xml,112,160,186,211
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars352.xml,201,217,185,195
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N132.xml,111,320,133,286
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars408.xml,160,187,217,228
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars187.xml,96,287,116,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N57.xml,211,406,161,202
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars193.xml,306,344,193,214
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N43.xml,142,298,281,327
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars66.xml,144,211,170,202
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars72.xml,156,255,182,208
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N94.xml,63,243,234,274
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars144.xml,101,215,114,154
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars99.xml,70,262,198,271
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N80.xml,248,372,116,144
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars150.xml,122,262,198,232
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars178.xml,126,173,180,205
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars179.xml,72,132,160,197
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars151.xml,54,120,135,178
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N81.xml,66,174,302,332
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars98.xml,85,247,196,259
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars145.xml,282,422,236,283
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N95.xml,23,408,173,391
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars73.xml,119,283,22,69
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars67.xml,189,328,223,248
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N42.xml,163,373,253,327
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars192.xml,108,211,150,173
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N56.xml,302,486,265,303
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars186.xml,175,242,152,175
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars409.xml,116,203,146,168
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N133.xml,795,1095,751,840
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars353.xml,93,201,189,221
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars347.xml,227,252,124,135
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N127.xml,24,142,209,245
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars421.xml,95,127,162,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars390.xml,360,397,118,136
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars384.xml,219,271,194,230
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars227.xml,118,153,199,211
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars233.xml,189,259,55,78
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N245.xml,192,364,279,319
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N7.xml,1149,1358,649,702
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N5.xml,938,1173,709,762
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N247.xml,641,886,518,578
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars225.xml,189,384,161,215
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars231.xml,64,133,160,180
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars219.xml,127,462,172,236
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars392.xml,144,260,150,209
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars386.xml,83,221,307,368
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars351.xml,249,368,48,129
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N131.xml,198,349,107,143
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars423.xml,162,283,159,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars345.xml,173,247,143,182
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars379.xml,197,351,197,245
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N119.xml,180,559,216,314
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars190.xml,149,245,210,235
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N40.xml,328,580,208,254
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars184.xml,163,212,146,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars59.xml,324,375,162,175
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N54.xml,189,299,162,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars71.xml,254,284,144,152
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars65.xml,207,300,200,260
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N68.xml,319,479,262,295
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars153.xml,146,311,118,170
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N97.xml,175,290,228,255
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars147.xml,226,420,125,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars146.xml,143,170,263,271
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N96.xml,137,352,141,186
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars152.xml,92,199,258,284
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N82.xml,456,651,722,778
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N69.xml,637,840,464,549
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars64.xml,120,325,187,220
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars70.xml,179,213,115,133
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars58.xml,154,241,166,187
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars185.xml,154,293,147,194
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars191.xml,96,199,189,217
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N118.xml,532,852,636,706
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars378.xml,118,254,92,137
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars422.xml,159,296,126,182
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars344.xml,240,379,158,217
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N124.xml,165,328,276,324
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N130.xml,419,513,173,213
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars350.xml,162,211,179,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars387.xml,163,256,187,225
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars393.xml,94,211,171,208
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars218.xml,0,27,166,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars230.xml,222,361,173,202
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars224.xml,181,243,250,275
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N246.xml,23,160,261,321
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N4.xml,1326,1830,1464,1607
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N242.xml,202,386,190,227
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars208.xml,142,232,123,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars220.xml,142,188,168,182
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars234.xml,160,246,149,171
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars397.xml,144,216,169,212
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars383.xml,54,88,216,228
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N108.xml,184,342,220,257
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars368.xml,173,223,173,203
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars432.xml,95,196,258,284
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars354.xml,65,102,202,222
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N134.xml,230,365,188,219
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N120.xml,647,736,332,387
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars340.xml,270,321,126,143
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars426.xml,148,282,206,238
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars74.xml,115,277,115,153
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N79.xml,113,277,288,347
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars60.xml,45,364,98,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars48.xml,95,286,117,155
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars195.xml,450,526,223,244
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N45.xml,107,256,147,180
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars181.xml,69,128,195,209
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N51.xml,383,491,212,248
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N86.xml,448,638,273,338
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars156.xml,114,230,78,102
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N92.xml,113,420,209,260
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars142.xml,178,273,124,144
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars143.xml,93,130,196,207
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N93.xml,385,746,293,434
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars157.xml,330,366,152,179
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N50.xml,101,397,223,291
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars180.xml,151,304,115,187
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N44.xml,113,257,282,322
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars194.xml,267,316,170,183
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars49.xml,268,314,171,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars61.xml,71,198,124,231
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N78.xml,146,302,160,196
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars75.xml,209,218,196,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars341.xml,47,115,161,192
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N121.xml,311,506,324,370
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars427.xml,236,375,193,228
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N135.xml,157,341,197,247
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars355.xml,164,239,154,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars369.xml,176,325,253,280
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N109.xml,148,239,250,320
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars382.xml,149,285,206,240
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars396.xml,181,269,264,289
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars235.xml,152,247,145,167
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars221.xml,102,125,122,135
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars209.xml,359,387,172,186
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N1.xml,1093,1396,645,727
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N3.xml,73,260,381,462
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N241.xml,251,542,308,385
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars237.xml,118,154,148,169
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars223.xml,347,407,231,249
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars380.xml,316,364,91,126
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars394.xml,291,410,167,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars419.xml,195,349,196,242
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars425.xml,211,301,103,132
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N123.xml,11,246,78,165
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars343.xml,110,162,186,209
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars357.xml,92,137,187,207
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N137.xml,401,593,456,493
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars431.xml,55,343,82,147
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars63.xml,54,91,201,226
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars77.xml,229,309,151,178
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars182.xml,168,247,139,159
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N52.xml,234,422,254,294
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars196.xml,105,130,128,140
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N46.xml,454,797,109,234
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars169.xml,114,229,79,101
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N91.xml,239,347,187,211
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars141.xml,266,307,169,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N85.xml,163,302,357,427
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars88.xml,168,242,148,171
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars155.xml,150,203,177,190
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars154.xml,70,264,197,265
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars89.xml,307,345,206,221
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N84.xml,235,349,319,352
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars140.xml,283,424,239,286
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N90.xml,53,185,206,232
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars168.xml,82,137,95,125
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N47.xml,161,313,212,259
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars197.xml,222,359,176,201
/Users/szokirov/Documents/GitHub/ANPR-TF/images/N53.xml,217,428,147,188
/Users/szokirov/Documents/GitHub/ANPR-TF/images/Cars183.xml,97,234,138,170
